4.237129539251327515e-02,4.490098059177398682e-01,1.375650763511657715e-01,3.071631537750363350e-03,-5.845068767666816711e-02,2.203569263219833374e-01,-2.102059274911880493e-01,2.009948343038558960e-01,1.867101937532424927e-01,-1.456073224544525146e-01,3.380246460437774658e-02,-1.051642000675201416e-01,6.965550780296325684e-02,2.378813736140727997e-02,-2.058777064085006714e-01,4.252505004405975342e-01,-3.332687616348266602e-01,-4.920409619808197021e-02,-1.784344762563705444e-01,-2.805030643939971924e-01
1.225173100829124451e-01,2.968185544013977051e-01,1.518734693527221680e-01,-3.115085065364837646e-01,-1.899825632572174072e-01,-2.294275723397731781e-02,8.652573078870773315e-02,-2.765310108661651611e-01,-3.664145767688751221e-01,2.806335389614105225e-01,-1.409526765346527100e-01,3.500746563076972961e-02,4.035041630268096924e-01,1.835979670286178589e-01,-1.943052001297473907e-02,1.832943707704544067e-01,-1.345126032829284668e-01,-4.335223883390426636e-02,-3.601305186748504639e-01,1.306611746549606323e-01
1.441189348697662354e-01,2.982458472251892090e-01,3.038782998919487000e-02,2.908886075019836426e-01,-6.880879402160644531e-03,-1.622234880924224854e-01,-5.182554125785827637e-01,1.348953992128372192e-01,-1.170815229415893555e-01,1.509633511304855347e-01,7.006219774484634399e-02,2.102313041687011719e-01,4.613287448883056641e-01,-9.232454933226108551e-03,5.324171781539916992e-01,3.952291011810302734e-01,-3.334542214870452881e-01,1.757548600435256958e-01,-3.071275949478149414e-01,1.338457688689231873e-02
2.944955527782440186e-01,1.939274221658706665e-01,1.560268700122833252e-01,-1.844282299280166626e-01,-3.187867999076843262e-01,4.448166489601135254e-02,-1.091389656066894531e-01,-2.755340039730072021e-01,2.794743776321411133e-01,-3.020013570785522461e-01,2.500811815261840820e-01,1.752519011497497559e-01,-3.392717242240905762e-02,-3.254069387912750244e-01,-1.114289462566375732e-01,1.777052283287048340e-01,-3.094291388988494873e-01,-1.574098169803619385e-01,-3.196625113487243652e-01,-9.297904372215270996e-02
1.542368438094854355e-02,-5.885686278343200684e-01,-4.301573634147644043e-01,3.109096288681030273e-01,-2.178970128297805786e-01,-3.401289880275726318e-01,-3.477714657783508301e-01,1.927567273378372192e-01,-5.123768448829650879e-01,4.190952479839324951e-01,2.593193054199218750e-01,3.260806798934936523e-01,2.579775750637054443e-01,-1.815409213304519653e-01,2.453168630599975586e-01,-5.934238433837890625e-01,1.073364019393920898e-01,-2.525080367922782898e-02,1.088150031864643097e-02,-2.550395131111145020e-01
2.509011626243591309e-01,1.902605295181274414e-01,-2.019740343093872070e-01,2.866283357143402100e-01,-2.419075220823287964e-01,-3.592530488967895508e-01,-5.348887294530868530e-02,3.744516056030988693e-03,9.244447574019432068e-03,-3.052759766578674316e-01,-3.055313527584075928e-01,-8.734995871782302856e-02,2.536144554615020752e-01,1.223195716738700867e-01,5.341411828994750977e-01,-6.456672400236129761e-02,1.292103677988052368e-01,4.669376090168952942e-02,2.693112567067146301e-02,4.131704196333885193e-02
-8.425357937812805176e-02,-4.655832052230834961e-02,-1.450082063674926758e-01,2.610337138175964355e-01,-2.841330170631408691e-01,-2.542214989662170410e-01,1.244750618934631348e-01,2.610761113464832306e-02,-2.160594612360000610e-01,-9.495959430932998657e-02,8.726554363965988159e-02,-1.432423591613769531e-01,-3.605173528194427490e-02,-4.024112597107887268e-02,6.476542353630065918e-02,1.271160691976547241e-01,-3.888645768165588379e-02,1.735719144344329834e-01,-1.282640993595123291e-01,-2.226551324129104614e-01
3.324057161808013916e-01,1.760477870702743530e-01,3.208045661449432373e-01,7.781179249286651611e-02,-3.659518063068389893e-01,-1.910361498594284058e-01,-2.457655966281890869e-01,-1.172076612710952759e-01,2.306908220052719116e-01,-2.752168774604797363e-01,-7.940157502889633179e-02,7.496815919876098633e-02,2.092252299189567566e-02,-3.281336128711700439e-01,2.122930884361267090e-01,3.339415416121482849e-02,-8.598592132329940796e-03,6.194799020886421204e-02,-5.941220745444297791e-02,-1.765735298395156860e-01
-2.207535207271575928e-01,-5.443605184555053711e-01,-1.338711082935333252e-01,-3.311629295349121094e-01,-3.574702739715576172e-01,-2.333983331918716431e-01,1.486091017723083496e-01,-2.767737507820129395e-01,5.275586992502212524e-02,-2.275013029575347900e-01,-1.477876156568527222e-01,-1.691639423370361328e-01,3.027368783950805664e-01,-8.675830811262130737e-02,-3.260295093059539795e-01,-1.630167216062545776e-01,1.765260845422744751e-01,8.035804331302642822e-02,-7.842141389846801758e-02,-2.538176774978637695e-01
2.359660416841506958e-01,-8.467130362987518311e-02,2.788370251655578613e-01,2.547012567520141602e-01,2.769179344177246094e-01,1.510963141918182373e-01,-8.302172273397445679e-02,3.304841220378875732e-01,-1.602029651403427124e-01,8.073666691780090332e-02,-6.609629839658737183e-02,3.318497836589813232e-01,6.115196645259857178e-02,-8.804081007838249207e-03,-2.069162949919700623e-02,1.323778033256530762e-01,9.872081875801086426e-02,3.390180692076683044e-02,-9.190908074378967285e-02,2.306581735610961914e-01
