6.854176521301269531e-02,3.309719562530517578e-01,-1.921161413192749023e-01,-3.730232119560241699e-01,2.595196366310119629e-01,-1.739511452615261078e-02,1.404364705085754395e-01,-6.246655806899070740e-02,-2.247324585914611816e-02,1.575236916542053223e-01
-2.921665906906127930e-01,4.366838932037353516e-01,1.369718909263610840e-01,2.060572504997253418e-01,2.076879329979419708e-02,5.796785652637481689e-02,-4.422169327735900879e-01,-5.865426734089851379e-02,1.618343591690063477e-01,-3.646299839019775391e-01
2.933879494667053223e-01,-3.432566225528717041e-01,3.398477658629417419e-02,-2.561340332031250000e-01,-1.268374919891357422e-01,-2.146173268556594849e-01,-2.425622045993804932e-01,2.843776941299438477e-01,-9.937945008277893066e-02,-1.951390206813812256e-01
-2.567194104194641113e-01,3.263467550277709961e-01,-1.408096402883529663e-01,-2.620019018650054932e-01,-2.902135848999023438e-01,2.172582745552062988e-01,-2.560446858406066895e-01,1.365205347537994385e-01,3.961868286132812500e-01,2.996236085891723633e-03
2.023896574974060059e-01,4.212436079978942871e-01,-1.043912097811698914e-01,-9.152869880199432373e-02,-3.772410452365875244e-01,-1.039472669363021851e-01,-3.297220170497894287e-01,-3.606882989406585693e-01,-2.050210535526275635e-01,4.311239719390869141e-01
-1.495491564273834229e-01,1.080597490072250366e-01,6.111613661050796509e-02,-4.500745832920074463e-01,1.140197888016700745e-01,3.664918839931488037e-01,-5.055079236626625061e-02,2.660566568374633789e-01,-6.710010766983032227e-02,-1.288975328207015991e-01
4.222768545150756836e-02,-3.089152872562408447e-01,-2.261073440313339233e-01,-1.462694108486175537e-01,-2.255218625068664551e-01,2.696049213409423828e-01,7.247770205140113831e-03,-2.836703658103942871e-01,-1.180642545223236084e-01,-4.433439970016479492e-01
-3.964121341705322266e-01,-1.326030939817428589e-01,3.199996352195739746e-01,2.746981335803866386e-03,1.229114457964897156e-01,-1.761909425258636475e-01,-3.035569190979003906e-01,3.782784938812255859e-01,-4.105587005615234375e-01,-4.108511507511138916e-01
1.240688562393188477e-02,3.378055095672607422e-01,-7.485198974609375000e-02,-1.640242338180541992e-01,-2.544110417366027832e-01,-3.277760148048400879e-01,1.550022512674331665e-01,-7.637800276279449463e-02,-2.589306831359863281e-01,-3.794196844100952148e-01
-1.051732003688812256e-01,3.873737156391143799e-01,-4.059606492519378662e-01,-1.864505708217620850e-01,4.581706225872039795e-01,-2.581956982612609863e-01,2.699689269065856934e-01,-2.768174186348915100e-02,-3.017047345638275146e-01,-1.656774282455444336e-01
-2.924424111843109131e-01,6.388818379491567612e-03,-3.630165457725524902e-01,4.849910736083984375e-02,2.545067965984344482e-01,-3.992853462696075439e-01,3.853904604911804199e-01,-4.012684822082519531e-01,-2.691529393196105957e-01,-4.376128315925598145e-01
1.187788248062133789e-01,2.292387038469314575e-01,2.450541406869888306e-01,-1.454987078905105591e-01,1.530830655246973038e-02,4.052513092756271362e-02,-1.097254976630210876e-01,-2.500511705875396729e-01,-1.046306788921356201e-01,-1.413457393646240234e-01
-2.128749787807464600e-01,-2.315530627965927124e-01,-3.302384316921234131e-01,8.712054044008255005e-02,1.118812561035156250e-01,-4.069873392581939697e-01,4.989024996757507324e-02,-4.429906308650970459e-01,-1.930108070373535156e-01,2.790627777576446533e-01
-2.534783482551574707e-01,-3.500093519687652588e-01,-3.709943294525146484e-01,-2.316780984401702881e-01,-4.434477165341377258e-02,1.045864671468734741e-01,6.293076276779174805e-02,-2.680996954441070557e-01,-1.499122381210327148e-02,-7.744127511978149414e-02
2.556340694427490234e-01,2.135246694087982178e-01,3.172291517257690430e-01,4.381802976131439209e-01,9.451407194137573242e-02,4.036270976066589355e-01,4.754769802093505859e-02,-2.823525667190551758e-01,2.354586124420166016e-01,7.802585512399673462e-02
-3.275256752967834473e-01,-9.725662320852279663e-02,4.359608590602874756e-01,8.855733089148998260e-03,-8.276049792766571045e-02,-7.614994049072265625e-02,-3.339492678642272949e-01,3.807160854339599609e-01,-2.141298353672027588e-01,1.315168887376785278e-01
-2.809327840805053711e-01,4.450588524341583252e-01,1.454404443502426147e-01,4.138723015785217285e-01,-2.972792685031890869e-01,-3.884822130203247070e-01,4.761748760938644409e-02,-4.073806405067443848e-01,2.526161074638366699e-01,-1.015241891145706177e-01
-3.554841876029968262e-01,8.100771903991699219e-02,-1.043972522020339966e-01,2.283762246370315552e-01,3.604210615158081055e-01,-1.058136820793151855e-01,-2.077401727437973022e-01,-5.231300368905067444e-02,-4.338358938694000244e-01,9.658981859683990479e-02
6.012648344039916992e-03,4.987548589706420898e-01,-9.615107625722885132e-02,3.827521204948425293e-01,3.905255794525146484e-01,-3.172751665115356445e-01,-1.208146438002586365e-01,2.426216751337051392e-01,-2.392982244491577148e-01,1.512544155120849609e-01
-8.217278122901916504e-02,-1.283982247114181519e-01,-9.864738583564758301e-02,2.162821292877197266e-01,-8.622895181179046631e-02,2.971500754356384277e-01,-7.759043015539646149e-03,4.316310882568359375e-01,3.002616763114929199e-02,1.610813140869140625e-01
